source,target,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,curation_effort,references,sources,type,references_stripped,n_references,n_sources,n_primary_sources,category_intercell_source,parent_intercell_source,database_intercell_source,scope_intercell_source,aspect_intercell_source,category_source_intercell_source,uniprot_intercell_source,genesymbol_intercell_source,entity_type_intercell_source,consensus_score_intercell_source,transmitter_intercell_source,receiver_intercell_source,secreted_intercell_source,plasma_membrane_transmembrane_intercell_source,plasma_membrane_peripheral_intercell_source,category_intercell_target,parent_intercell_target,database_intercell_target,scope_intercell_target,aspect_intercell_target,category_source_intercell_target,uniprot_intercell_target,genesymbol_intercell_target,entity_type_intercell_target,consensus_score_intercell_target,transmitter_intercell_target,receiver_intercell_target,secreted_intercell_target,plasma_membrane_transmembrane_intercell_target,plasma_membrane_peripheral_intercell_target
Q99731,Q9NPB9,True,False,True,True,False,13,CellPhoneDB:24218476;CellTalkDB:23341447;Cellinker:10706668;Cellinker:23341447;Guide2Pharma:23341447;HPRD:10706668;ICELLNET:22633458;InnateDB:10706668;LRdb:11;LRdb:23341447;connectomeDB2020:10706668;connectomeDB2020:23341447;scConnect:23341447,CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;LRdb;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr,post_translational,10706668;11;22633458;23341447;24218476,5,22,15,ligand,ligand,,generic,functional,resource_specific,Q99731,CCL19,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q9NPB9,ACKR4,protein,20,False,True,False,True,False
O00585,Q9NPB9,True,False,True,True,False,13,CellPhoneDB:24218476;CellTalkDB:23341447;Cellinker:10706668;Cellinker:23341447;Guide2Pharma:23341447;HPRD:10706668;ICELLNET:22633458;InnateDB:10706668;LRdb:11;LRdb:23341447;connectomeDB2020:10706668;connectomeDB2020:23341447;scConnect:23341447,CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;LRdb;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr,post_translational,10706668;11;22633458;23341447;24218476,5,22,15,ligand,ligand,,generic,functional,resource_specific,O00585,CCL21,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q9NPB9,ACKR4,protein,20,False,True,False,True,False
O15444,Q9NPB9,True,False,True,True,False,13,CellPhoneDB:24218476;CellTalkDB:23341447;Cellinker:10706668;Cellinker:23341447;Guide2Pharma:23341447;HPRD:10706668;ICELLNET:22633458;InnateDB:10706668;LRdb:11;LRdb:23341447;connectomeDB2020:10706668;connectomeDB2020:23341447;scConnect:23341447,CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;LRdb;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr,post_translational,10706668;11;22633458;23341447;24218476,5,23,16,ligand,ligand,,generic,functional,resource_specific,O15444,CCL25,protein,20,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q9NPB9,ACKR4,protein,20,False,True,False,True,False
Q99616,Q9NPB9,True,False,True,True,False,10,CellChatDB:26740381;CellTalkDB:10734104;Cellinker:10734104;Cellinker:26740381;DIP:10734104;HPRD:10734104;HPRD:9405404;InnateDB:10734104;LRdb:10734104;connectomeDB2020:10734104,CellChatDB;CellTalkDB;Cellinker;DIP;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr,post_translational,10734104;26740381;9405404,3,15,12,ligand,ligand,,generic,functional,resource_specific,Q99616,CCL13,protein,19,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q9NPB9,ACKR4,protein,20,False,True,False,True,False
P80098,Q9NPB9,False,False,False,False,False,9,CellTalkDB:10734104;Cellinker:10734104;DIP:10734104;HPRD:10734104;HPRD:9364936;HPRD:9405404;InnateDB:10734104;LRdb:10734104;connectomeDB2020:10734104,CellTalkDB;Cellinker;DIP;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr,post_translational,10734104;9364936;9405404,3,14,11,ligand,ligand,,generic,functional,resource_specific,P80098,CCL7,protein,19,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q9NPB9,ACKR4,protein,20,False,True,False,True,False
Q9NRJ3,Q9NPB9,True,False,True,True,False,1,HPRD:10781587,HPRD;Wang,post_translational,10781587,1,2,2,ligand,ligand,,generic,functional,resource_specific,Q9NRJ3,CCL28,protein,19,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q9NPB9,ACKR4,protein,20,False,True,False,True,False
P51671,Q9NPB9,False,False,False,False,False,6,CellTalkDB:10734104;Cellinker:10734104;HPRD:10734104;HPRD:9405404;LRdb:10734104;connectomeDB2020:10734104,CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr,post_translational,10734104;9405404,2,14,10,ligand,ligand,,generic,functional,resource_specific,P51671,CCL11,protein,19,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q9NPB9,ACKR4,protein,20,False,True,False,True,False
P78556,Q9NPB9,False,False,False,False,False,2,Cellinker:32480426;connectomeDB2020:32533638,Cellinker;connectomeDB2020,post_translational,32480426;32533638,2,2,2,ligand,ligand,,generic,functional,resource_specific,P78556,CCL20,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q9NPB9,ACKR4,protein,20,False,True,False,True,False
P22362,Q9NPB9,True,False,True,True,False,0,,CellChatDB,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P22362,CCL1,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q9NPB9,ACKR4,protein,20,False,True,False,True,False
O43927,Q9NPB9,False,False,False,False,False,8,Baccin2019:10706668;CellPhoneDB:24218476;Cellinker:10706668;HPRD:10706668;ICELLNET:22633458;ICELLNET:706668;LRdb:10706668;connectomeDB2020:10706668,Baccin2019;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr,post_translational,10706668;22633458;24218476;706668,4,16,11,ligand,ligand,,generic,functional,resource_specific,O43927,CXCL13,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q9NPB9,ACKR4,protein,20,False,True,False,True,False
P13500,P51685,True,False,True,True,False,0,,KEGG-MEDICUS;Wang,post_translational,,,2,2,ligand,ligand,OmniPath,generic,functional,resource_specific,P13500,CCL2,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
P16619,P51685,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,Cellinker;Zhong2015;OmniPath,generic,functional,resource_specific,P16619,CCL3L1,protein,15,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
Q07325,P51685,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,Baccin2019;OmniPath,generic,functional,resource_specific,Q07325,CXCL9,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
P13501,P51685,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,Baccin2019;OmniPath,generic,functional,resource_specific,P13501,CCL5,protein,19,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
P80075,P51685,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,connectomeDB2020;Baccin2019;CellPhoneDB;OmniPath,generic,functional,resource_specific,P80075,CCL8,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
P13236,P51685,True,False,True,True,False,6,Baccin2019:9521068;CellTalkDB:10699158;Cellinker:9521068;HPRD:9521068;LRdb:10699158;connectomeDB2020:9521068,Baccin2019;CellCall;CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;KEGG-MEDICUS;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr,post_translational,10699158;9521068,2,21,14,ligand,ligand,connectomeDB2020;CellChatDB;Baccin2019;OmniPath,generic,functional,resource_specific,P13236,CCL4,protein,19,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
P02778,P51685,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,CellPhoneDB;OmniPath,generic,functional,resource_specific,P02778,CXCL10,protein,19,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
O14625,P51685,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,O14625,CXCL11,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
P48061,P51685,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P48061,CXCL12,protein,20,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
Q99731,P51685,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q99731,CCL19,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
O00585,P51685,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,O00585,CCL21,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
O15444,P51685,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,O15444,CCL25,protein,20,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
Q99616,P51685,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q99616,CCL13,protein,19,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
Q16627,P51685,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q16627,CCL14,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
Q16663,P51685,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q16663,CCL15,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
P55773,P51685,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P55773,CCL23,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
P10147,P51685,True,False,True,True,False,0,,KEGG-MEDICUS;Wang,post_translational,,,2,2,ligand,ligand,,generic,functional,resource_specific,P10147,CCL3,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
P80098,P51685,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P80098,CCL7,protein,19,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
Q9Y4X3,P51685,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q9Y4X3,CCL27,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
Q9NRJ3,P51685,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q9NRJ3,CCL28,protein,19,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
O15467,P51685,True,False,True,True,False,7,CellTalkDB:10910894;Cellinker:10910894;DIP:10910894;HPRD:10910894;ICELLNET:22633458;LRdb:10910894;connectomeDB2020:10910894,CellCall;CellPhoneDB;CellTalkDB;Cellinker;DIP;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;ICELLNET;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,post_translational,10910894;22633458,2,18,13,ligand,ligand,,generic,functional,resource_specific,O15467,CCL16,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
P51671,P51685,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P51671,CCL11,protein,19,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
O00175,P51685,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,O00175,CCL24,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
Q9Y258,P51685,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q9Y258,CCL26,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
Q92583,P51685,True,False,True,True,False,9,CellTalkDB:10699158;Cellinker:12832759;Cellinker:9521068;DIP:10910894;HPRD:12832759;HPRD:9521068;LRdb:10699158;connectomeDB2020:12832759;connectomeDB2020:9521068,CellCall;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,post_translational,10699158;10910894;12832759;9521068,4,17,11,ligand,ligand,,generic,functional,resource_specific,Q92583,CCL17,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
O00626,P51685,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,O00626,CCL22,protein,19,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
P78556,P51685,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P78556,CCL20,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
P22362,P51685,True,False,True,True,False,36,Baccin2019:10419462;Baccin2019:11154210;Baccin2019:12645948;Baccin2019:12967681;Baccin2019:16221874;Baccin2019:9211859;CellPhoneDB:24218476;Cellinker:10419462;Cellinker:11154210;Cellinker:12645948;Cellinker:12967681;Cellinker:16221874;Cellinker:9211859;DIP:10910894;DIP:11470772;DIP:9211859;DIP:9469461;Guide2Pharma:10419462;Guide2Pharma:11154210;Guide2Pharma:16221874;HPMR:12645948;HPRD:12967681;HPRD:9211859;ICELLNET:9207005;InnateDB:9211859;LRdb:10699158;SIGNOR:12645948;connectomeDB2020:10419462;connectomeDB2020:11154210;connectomeDB2020:12645948;connectomeDB2020:12967681;connectomeDB2020:16221874;connectomeDB2020:9211859;scConnect:10419462;scConnect:11154210;scConnect:16221874,Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr,post_translational,10419462;10699158;10910894;11154210;11470772;12645948;12967681;16221874;24218476;9207005;9211859;9469461,12,36,22,ligand,ligand,,generic,functional,resource_specific,P22362,CCL1,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
P80162,P51685,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P80162,CXCL6,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
P10145,P51685,True,False,True,True,False,0,,KEGG-MEDICUS;Wang,post_translational,,,2,2,ligand,ligand,,generic,functional,resource_specific,P10145,CXCL8,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
P09341,P51685,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P09341,CXCL1,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
P19875,P51685,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P19875,CXCL2,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51685,CCR8,protein,22,False,True,False,True,False
